text_input,output
"<mml:mi>Σ</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>Χ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>ρ</mml:mi>
<mml:mrow>
<mml:mi>Ω</mml:mi>
<mml:mi>κ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mi>Γ</mml:mi>
<mml:mi>Τ</mml:mi>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","Σ = Symbol('Σ')
Χ = Symbol('Χ')
ρ_Ωκ = Symbol('ρ_Ωκ')
Γ = Symbol('Γ')
Τ = Symbol('Τ')
e = Eq(Σ, -log(Χ) + cos(ρ_Ωκ) + tan(Γ*Τ))"
"<mml:mi>N</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mn>7</mml:mn>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>a</mml:mi>
<mml:mi>w</mml:mi>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:msqrt>
<mml:msup>
<mml:mi>τ</mml:mi>
<mml:mn>3</mml:mn>
</mml:msup>
</mml:msqrt>
</mml:mfrac>
</mml:mrow>","N = Symbol('N')
a_w = Symbol('a_w')
τ = Symbol('τ')
e = Eq(N, 7*cos(a_w)/sqrt(τ**3))"
"<mml:msub>
<mml:mi>c</mml:mi>
<mml:mrow>
<mml:mi>j</mml:mi>
<mml:mi>c</mml:mi>
<mml:mi>8</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mrow>
<mml:mn>5</mml:mn>
<mml:msub>
<mml:mi>Ρ</mml:mi>
<mml:mi>k</mml:mi>
</mml:msub>
</mml:mrow>
</mml:msup>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>ι</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","c_jc8 = Symbol('c_jc8')
Ρ_k = Symbol('Ρ_k')
ι = Symbol('ι')
e = Eq(c_jc8, exp(5*Ρ_k) + log(ι))"
"<mml:msub>
<mml:mi>a</mml:mi>
<mml:mrow>
<mml:mi>θ</mml:mi>
<mml:mi>Π</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:msqrt>
<mml:mi>e</mml:mi>
</mml:msqrt>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>W</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mi>Π</mml:mi>
</mml:mrow>","a_θΠ = Symbol('a_θΠ')
e = Symbol('e')
W = Symbol('W')
Π = Symbol('Π')
e = Eq(a_θΠ, sqrt(e)*cos(W) + Π)"
"<mml:msub>
<mml:mi>η</mml:mi>
<mml:mrow>
<mml:mi>t</mml:mi>
<mml:mi>Q</mml:mi>
<mml:mi>m</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mi>Θ</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:msub>
<mml:mi>k</mml:mi>
<mml:mrow>
<mml:mi>G</mml:mi>
<mml:mi>F</mml:mi>
<mml:mi>Ο</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>-</mml:mo>
<mml:mn>6</mml:mn>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mi>R</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","η_tQm = Symbol('η_tQm')
Θ = Symbol('Θ')
k_GFΟ = Symbol('k_GFΟ')
R = Symbol('R')
e = Eq(η_tQm, sin(Θ) - sin(k_GFΟ - 6) + tan(R))"
"<mml:mi>τ</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mn>36</mml:mn>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>i</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","τ = Symbol('τ')
i = Symbol('i')
e = Eq(τ, 36*cos(i))"
"<mml:mi>Μ</mml:mi>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:msub>
<mml:mi>Ρ</mml:mi>
<mml:mrow>
<mml:mi>e</mml:mi>
<mml:mi>l</mml:mi>
<mml:mi>a</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mrow>
<mml:mfrac>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mrow>
<mml:mn>4</mml:mn>
<mml:mi>ζ</mml:mi>
</mml:mrow>
</mml:msup>
<mml:mn>2</mml:mn>
</mml:mfrac>
</mml:mrow>
</mml:msup>","Μ = Symbol('Μ')
ζ = Symbol('ζ')
Ρ_ela = Symbol('Ρ_ela')
e = Eq(Μ, Ρ_ela**(exp(4*ζ)/2))"
"<mml:mi>Ι</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mfrac>
<mml:mi>D</mml:mi>
<mml:mi>ο</mml:mi>
</mml:mfrac>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>Ω</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:msqrt>
<mml:mrow>
<mml:mrow>
<mml:mo>-</mml:mo>
<mml:msub>
<mml:mi>M</mml:mi>
<mml:mi>D</mml:mi>
</mml:msub>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:msub>
<mml:mi>ι</mml:mi>
<mml:mrow>
<mml:mi>s</mml:mi>
<mml:mi>E</mml:mi>
<mml:mi>6</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mrow>
</mml:msqrt>
</mml:mfrac>
</mml:mrow>","Ι = Symbol('Ι')
D = Symbol('D')
ο = Symbol('ο')
Ω = Symbol('Ω')
M_D = Symbol('M_D')
ι_sE6 = Symbol('ι_sE6')
e = Eq(Ι, log(D/ο)*cos(Ω)/sqrt(-M_D + ι_sE6))"
"<mml:mi>U</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mn>-5</mml:mn>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>Τ</mml:mi>
<mml:mrow>
<mml:mi>H</mml:mi>
<mml:mi>ο</mml:mi>
<mml:mi>φ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:msqrt>
<mml:mi>θ</mml:mi>
</mml:msqrt>
</mml:mfrac>
</mml:mrow>
</mml:mrow>","U = Symbol('U')
Τ_Hοφ = Symbol('Τ_Hοφ')
θ = Symbol('θ')
e = Eq(U, -5 + sin(Τ_Hοφ)/sqrt(θ))"
"<mml:msub>
<mml:mi>Θ</mml:mi>
<mml:mi>M</mml:mi>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>Ζ</mml:mi>
<mml:mrow>
<mml:mi>ψ</mml:mi>
<mml:mi>Ζ</mml:mi>
<mml:mi>k</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mn>3</mml:mn>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>Ρ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
</mml:mrow>","Θ_M = Symbol('Θ_M')
Ζ_ψΖk = Symbol('Ζ_ψΖk')
Ρ = Symbol('Ρ')
e = Eq(Θ_M, -sin(Ζ_ψΖk) + 3*cos(Ρ))"
"<mml:mi>ο</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mn>5</mml:mn>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:msub>
<mml:mi>τ</mml:mi>
<mml:mrow>
<mml:mi>σ</mml:mi>
<mml:mi>c</mml:mi>
</mml:mrow>
</mml:msub>
</mml:msup>
</mml:mrow>","ο = Symbol('ο')
τ_σc = Symbol('τ_σc')
e = Eq(ο, 5*exp(τ_σc))"
"<mml:mi>Y</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>c</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mtext>exp</mml:mtext>
</mml:mfrac>
</mml:mrow>","Y = Symbol('Y')
c = Symbol('c')
e = Eq(Y, exp(-1)*log(c))"
"<mml:mi>Ζ</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mfrac>
<mml:msqrt>
<mml:mi>Τ</mml:mi>
</mml:msqrt>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>q</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mfrac>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mn>9</mml:mn>
</mml:mrow>","Ζ = Symbol('Ζ')
Τ = Symbol('Τ')
q = Symbol('q')
e = Eq(Ζ, sqrt(Τ)/log(q) + 9)"
"<mml:mi>j</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>Y</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mtext>exp</mml:mtext>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:mn>8</mml:mn>
</mml:mfrac>
</mml:mrow>","j = Symbol('j')
Y = Symbol('Y')
e = Eq(j, log(Y)*tan(E)/8)"
"<mml:mi>I</mml:mi>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mrow>
<mml:mn>5</mml:mn>
<mml:msub>
<mml:mi>w</mml:mi>
<mml:mrow>
<mml:mi>Χ</mml:mi>
<mml:mi>F</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mrow>
</mml:msup>","I = Symbol('I')
w_ΧF = Symbol('w_ΧF')
e = Eq(I, exp(5*w_ΧF))"
"<mml:mi>Π</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mo>-</mml:mo>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mi>Θ</mml:mi>
</mml:msup>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>r</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mn>5</mml:mn>
</mml:mrow>","Π = Symbol('Π')
Θ = Symbol('Θ')
r = Symbol('r')
e = Eq(Π, -exp(Θ) + log(r) + 5)"
"<mml:mi>m</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:msub>
<mml:mi>N</mml:mi>
<mml:mi>E</mml:mi>
</mml:msub>
</mml:msup>
<mml:mo>+</mml:mo>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mi>T</mml:mi>
</mml:msup>
</mml:mrow>","m = Symbol('m')
N_E = Symbol('N_E')
T = Symbol('T')
e = Eq(m, exp(N_E) + exp(T))"
"<mml:mi>y</mml:mi>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mi>Ο</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mn>3</mml:mn>
<mml:mi>X</mml:mi>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
</mml:msup>","y = Symbol('y')
X = Symbol('X')
Ο = Symbol('Ο')
e = Eq(y, tan(Ο)**sin(3*X))"
"<mml:msub>
<mml:mi>i</mml:mi>
<mml:mi>V</mml:mi>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>Ο</mml:mi>
<mml:mrow>
<mml:mi>h</mml:mi>
<mml:mi>υ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mi>a</mml:mi>
<mml:mo>+</mml:mo>
<mml:mn>4</mml:mn>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>Ρ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
</mml:mrow>","i_V = Symbol('i_V')
Ο_hυ = Symbol('Ο_hυ')
a = Symbol('a')
Ρ = Symbol('Ρ')
e = Eq(i_V, log(Ο_hυ) - sin(a + 4)*cos(Ρ))"
"<mml:mi>q</mml:mi>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>R</mml:mi>
<mml:mi>η</mml:mi>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:mn>5</mml:mn>
</mml:msup>","q = Symbol('q')
R_η = Symbol('R_η')
e = Eq(q, log(R_η)**5)"
"<mml:msub>
<mml:mi>N</mml:mi>
<mml:mrow>
<mml:mi>π</mml:mi>
<mml:mi>s</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>ι</mml:mi>
<mml:mrow>
<mml:mi>J</mml:mi>
<mml:mi>δ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mi>i</mml:mi>
<mml:mo>+</mml:mo>
<mml:mn>9</mml:mn>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","N_πs = Symbol('N_πs')
ι_Jδ = Symbol('ι_Jδ')
i = Symbol('i')
e = Eq(N_πs, log(ι_Jδ) - tan(i + 9))"
"<mml:mi>K</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>σ</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>Y</mml:mi>
<mml:mi>H</mml:mi>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mfrac>
</mml:mrow>","K = Symbol('K')
σ = Symbol('σ')
Y_H = Symbol('Y_H')
e = Eq(K, log(σ)/tan(Y_H))"
"<mml:mi>μ</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mn>4</mml:mn>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>Μ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:msup>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>Ζ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","μ = Symbol('μ')
Μ = Symbol('Μ')
Ζ = Symbol('Ζ')
e = Eq(μ, 4**log(Μ)*cos(Ζ))"
"<mml:msub>
<mml:mi>ο</mml:mi>
<mml:mrow>
<mml:mi>G</mml:mi>
<mml:mi>κ</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mi>v</mml:mi>
</mml:msup>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mi>Θ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","ο_Gκ = Symbol('ο_Gκ')
v = Symbol('v')
Θ = Symbol('Θ')
e = Eq(ο_Gκ, exp(v) - sin(Θ))"
"<mml:mi>Ξ</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mrow>
<mml:mo>-</mml:mo>
<mml:msqrt>
<mml:mi>z</mml:mi>
</mml:msqrt>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>c</mml:mi>
<mml:mrow>
<mml:mi>H</mml:mi>
<mml:mi>τ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","Ξ = Symbol('Ξ')
z = Symbol('z')
c_Hτ = Symbol('c_Hτ')
e = Eq(Ξ, -sqrt(z) + cos(c_Hτ))"
"<mml:msub>
<mml:mi>B</mml:mi>
<mml:mi>Α</mml:mi>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mi>Ω</mml:mi>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>Ω</mml:mi>
<mml:mrow>
<mml:mi>Τ</mml:mi>
<mml:mi>ζ</mml:mi>
<mml:mi>Θ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","B_Α = Symbol('B_Α')
Ω = Symbol('Ω')
Ω_ΤζΘ = Symbol('Ω_ΤζΘ')
e = Eq(B_Α, Ω*sin(Ω_ΤζΘ))"
"<mml:msub>
<mml:mi>ξ</mml:mi>
<mml:mrow>
<mml:mi>σ</mml:mi>
<mml:mi>G</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mi>s</mml:mi>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>e</mml:mi>
<mml:mi>Ψ</mml:mi>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mi>γ</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mfrac>
</mml:mrow>","ξ_σG = Symbol('ξ_σG')
s = Symbol('s')
e_Ψ = Symbol('e_Ψ')
γ = Symbol('γ')
e = Eq(ξ_σG, s*log(e_Ψ)/sin(γ))"
"<mml:msub>
<mml:mi>k</mml:mi>
<mml:mrow>
<mml:mi>F</mml:mi>
<mml:mi>Ο</mml:mi>
<mml:mi>n</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msqrt>
<mml:mi>v</mml:mi>
</mml:msqrt>
<mml:msup>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mi>t</mml:mi>
<mml:mo>-</mml:mo>
<mml:mi>ν</mml:mi>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
<mml:mn>6</mml:mn>
</mml:msup>
</mml:mrow>","k_FΟn = Symbol('k_FΟn')
v = Symbol('v')
t = Symbol('t')
ν = Symbol('ν')
e = Eq(k_FΟn, sqrt(v)*cos(t - ν)**6)"
"<mml:mi>w</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:msub>
<mml:mi>ξ</mml:mi>
<mml:mrow>
<mml:mi>W</mml:mi>
<mml:mi>τ</mml:mi>
</mml:mrow>
</mml:msub>
</mml:msup>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mi>f</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","w = Symbol('w')
ξ_Wτ = Symbol('ξ_Wτ')
f = Symbol('f')
e = Eq(w, exp(ξ_Wτ)*log(f))"
"<mml:mi>φ</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mi>Κ</mml:mi>
</mml:msup>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>cos</mml:mi>
<mml:mfenced>
<mml:mi>Z</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>f</mml:mi>
<mml:mrow>
<mml:mi>d</mml:mi>
<mml:mi>Λ</mml:mi>
<mml:mi>G</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","φ = Symbol('φ')
Κ = Symbol('Κ')
Z = Symbol('Z')
f_dΛG = Symbol('f_dΛG')
e = Eq(φ, exp(Κ) - cos(Z) + tan(f_dΛG))"
"<mml:msub>
<mml:mi>J</mml:mi>
<mml:mi>5</mml:mi>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:mfrac>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mi>Z</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mi>ω</mml:mi>
<mml:mo>+</mml:mo>
<mml:mn>4</mml:mn>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
</mml:mfrac>
</mml:mrow>","J_5 = Symbol('J_5')
Z = Symbol('Z')
ω = Symbol('ω')
e = Eq(J_5, sin(Z)/log(ω + 4))"
"<mml:mi>χ</mml:mi>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mi>σ</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:msub>
<mml:mi>Θ</mml:mi>
<mml:mrow>
<mml:mi>J</mml:mi>
<mml:mi>3</mml:mi>
</mml:mrow>
</mml:msub>
</mml:msup>","χ = Symbol('χ')
Θ_J3 = Symbol('Θ_J3')
σ = Symbol('σ')
e = Eq(χ, tan(σ)**Θ_J3)"
"<mml:mi>O</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msqrt>
<mml:mi>v</mml:mi>
</mml:msqrt>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>log</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mfrac>
<mml:mi>Φ</mml:mi>
<mml:mi>Ξ</mml:mi>
</mml:mfrac>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","O = Symbol('O')
v = Symbol('v')
Φ = Symbol('Φ')
Ξ = Symbol('Ξ')
e = Eq(O, sqrt(v) + log(Φ/Ξ))"
"<mml:mi>z</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mi>Μ</mml:mi>
</mml:msup>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mi>s</mml:mi>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","z = Symbol('z')
Μ = Symbol('Μ')
s = Symbol('s')
e = Eq(z, exp(Μ)*tan(s))"
"<mml:mi>n</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msup>
<mml:mtext>exp</mml:mtext>
<mml:mi>r</mml:mi>
</mml:msup>
<mml:mo>+</mml:mo>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:mrow>
<mml:mfrac>
<mml:mi>c</mml:mi>
<mml:mi>υ</mml:mi>
</mml:mfrac>
</mml:mrow>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","n = Symbol('n')
r = Symbol('r')
c = Symbol('c')
υ = Symbol('υ')
e = Eq(n, exp(r) + sin(c/υ))"
"<mml:msub>
<mml:mi>Ο</mml:mi>
<mml:mrow>
<mml:mi>t</mml:mi>
<mml:mi>x</mml:mi>
<mml:mi>1</mml:mi>
</mml:mrow>
</mml:msub>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:mi>ψ</mml:mi>
</mml:mfenced>
</mml:mrow>
<mml:msqrt>
<mml:mi>Λ</mml:mi>
</mml:msqrt>
</mml:msup>","Ο_tx1 = Symbol('Ο_tx1')
Λ = Symbol('Λ')
ψ = Symbol('ψ')
e = Eq(Ο_tx1, tan(ψ)**(sqrt(Λ)))"
"<mml:mi>F</mml:mi>
<mml:mo>=</mml:mo>
<mml:msup>
<mml:mrow>
<mml:mi>tan</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>C</mml:mi>
<mml:mrow>
<mml:mi>ο</mml:mi>
<mml:mi>v</mml:mi>
<mml:mi>G</mml:mi>
</mml:mrow>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:msup>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>b</mml:mi>
<mml:mi>w</mml:mi>
</mml:msub>
</mml:mfenced>
</mml:mrow>
<mml:mn>5</mml:mn>
</mml:msup>
</mml:msup>","F = Symbol('F')
b_w = Symbol('b_w')
C_οvG = Symbol('C_οvG')
e = Eq(F, tan(C_οvG)**(sin(b_w)**5))"
"<mml:mi>L</mml:mi>
<mml:mo>=</mml:mo>
<mml:mrow>
<mml:msqrt>
<mml:mi>Λ</mml:mi>
</mml:msqrt>
<mml:mo>-</mml:mo>
<mml:mrow>
<mml:mi>sin</mml:mi>
<mml:mfenced>
<mml:msub>
<mml:mi>P</mml:mi>
<mml:mi>s</mml:mi>
</mml:msub>
</mml:mfenced>
</mml:mrow>
</mml:mrow>","L = Symbol('L')
Λ = Symbol('Λ')
P_s = Symbol('P_s')
e = Eq(L, sqrt(Λ) - sin(P_s))"
